"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-11,14243.9048731202,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-12,15674.5628758527,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-13,17172.4727709087,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-14,18878.4405108088,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-15,22299.7676125365,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-16,22938.4704436259,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-17,25075.5933218043,NA,3560.97621828006,1068.29286548402,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-18,26622.1533406467,NA,3918.64071896318,1175.59221568895,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-19,28944.8215041206,NA,4293.11819272717,1287.93545781815,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-20,31363.7488759331,NA,4719.61012770221,1415.88303831066,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-21,34015.4999295626,NA,5574.94190313413,1672.48257094024,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-22,38400.5924000656,NA,5734.61761090648,1720.38528327194,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-23,40003.477481528,NA,6268.89833045107,1880.66949913532,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-24,43110.9547948956,142.439048731202,6655.53833516168,1996.6615005485,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-25,45617.1988458712,156.745628758527,7236.20537603015,2170.86161280905,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-26,48885.7322060698,171.724727709087,7840.93721898327,2352.28116569498,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-27,52226.0962524445,188.784405108088,8503.87498239066,2551.1624947172,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-28,55768.7620670037,222.997676125365,9600.14810001639,2880.04443000492,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-01,61007.1077191397,229.384704436259,10000.869370382,3000.2608111146,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-02,63402.3785108309,250.755933218043,10777.7386987239,3233.32160961717,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-03,67257.6576676657,266.221533406467,11404.2997114678,3421.28991344034,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-04,70442.0086762412,289.448215041206,12221.4330515174,3666.42991545523,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-05,74278.4609192375,313.637488759331,13056.5240631111,3916.95721893334,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-06,78061.2560408201,340.154999295627,13942.1905167509,4182.65715502528,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-07,81903.6681781339,384.005924000656,15251.7769297849,4575.53307893548,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-08,87280.5597067118,400.03477481528,15850.5946277077,4755.17838831231,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-09,89613.5549336863,431.109547948956,16814.4144169164,5044.32432507493,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-10,93231.2503899381,456.171988458712,17610.5021690603,5283.15065071809,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-11,95971.030025717,488.857322060698,18569.6152298094,5570.88456894281,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-12,99157.5943929769,522.260962524445,19515.314010205,5854.59420306151,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-13,102069.029739588,557.687620670037,20475.9170445335,6142.77511336004,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-14,104816.331442383,610.071077191398,21820.1399266779,6546.04197800338,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-15,108873.870808927,634.023785108309,22403.3887334216,6721.01662002647,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-16,109637.319391375,672.576576676657,23307.8125974845,6992.34377924536,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-17,111501.078211875,704.420086762412,23992.7575064292,7197.82725192877,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-18,112290.150193788,742.784609192375,24789.3985982442,7436.81957947327,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-19,113362.559354162,780.612560408201,25517.2574348971,7655.17723046913,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-20,114005.710622329,819.036681781339,26204.0828605958,7861.22485817875,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-21,114356.728459363,872.805597067118,27218.4677022318,8165.54031066955,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-22,115917.245772938,896.135549336863,27409.3298478436,8222.79895435309,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-23,114078.757270732,932.312503899381,27875.2695529688,8362.58086589065,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-24,113334.249960927,959.71030025717,28072.537548447,8421.7612645341,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-25,111511.43224851,991.575943929769,28340.6398385405,8502.19195156214,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-26,110017.859619867,1020.69029739588,28501.4276555821,8550.42829667465,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-27,108157.850790105,1048.16331442383,28589.1821148407,8576.75463445221,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-28,121416.078557574,1088.73870808927,28979.3114432344,8693.79343297031,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-29,122173.386101917,1096.37319391375,28519.6893176829,8555.90679530487,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-30,118505.597149281,1115.01078211875,28333.5624902318,8500.06874706955,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-31,115837.148861069,1122.90150193788,27877.8580621274,8363.35741863822,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-01,112112.328982765,1133.62559354162,27504.4649049668,8251.33947149003,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-02,108793.405056315,1140.05710622329,27039.4626975263,8111.83880925788,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-03,105189.534175394,1143.56728459363,30354.0196393934,9106.20589181802,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-04,116801.427074717,1159.17245772938,30543.3465254793,9163.00395764378,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-05,115669.313349409,1140.78757270732,29626.3992873203,8887.91978619608,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-06,110175.974584177,1133.34249960927,28959.2872152672,8687.78616458017,0,0,0,0,0,0,0,0,0,0,0,0,0
