"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_infect","cases_symptom","p_cases","p_cases_daily","p_cases_active","p_infect","p_symptom","population"
"1","2020/03/11",1,0,1,0,1,1,1,1.15219893479669e-08,1.15219893479669e-08,1.15219893479669e-08,1.15219893479669e-08,1.15219893479669e-08,86790568
"2","2020/03/14",1,0,2,0,2,2,2,2.30439786959339e-08,1.15219893479669e-08,2.30439786959339e-08,2.30439786959339e-08,2.30439786959339e-08,86790568
"3","2020/03/15",0,0,2,0,2,2,2,2.30439786959339e-08,0,2.30439786959339e-08,2.30439786959339e-08,2.30439786959339e-08,86790568
"4","2020/03/16",0,0,2,0,2,2,2,2.30439786959339e-08,0,2.30439786959339e-08,2.30439786959339e-08,2.30439786959339e-08,86790568
"5","2020/03/17",1,0,3,0,3,3,3,3.45659680439008e-08,1.15219893479669e-08,3.45659680439008e-08,3.45659680439008e-08,3.45659680439008e-08,86790568
"6","2020/03/18",0,0,3,0,3,3,3,3.45659680439008e-08,0,3.45659680439008e-08,3.45659680439008e-08,3.45659680439008e-08,86790568
"7","2020/03/19",11,0,14,0,14,14,14,1.61307850871537e-07,1.26741882827636e-07,1.61307850871537e-07,1.61307850871537e-07,1.61307850871537e-07,86790568
"8","2020/03/20",0,0,14,0,14,14,14,1.61307850871537e-07,0,1.61307850871537e-07,1.61307850871537e-07,1.61307850871537e-07,86790568
"9","2020/03/21",0,0,14,0,14,14,14,1.61307850871537e-07,0,1.61307850871537e-07,1.61307850871537e-07,1.61307850871537e-07,86790568
"10","2020/03/22",9,1,23,1,23,23,23,2.65005755003239e-07,1.03697904131702e-07,2.65005755003239e-07,2.65005755003239e-07,2.65005755003239e-07,86790568
"11","2020/03/23",3,1,26,2,26,26,26,2.9957172304714e-07,3.45659680439008e-08,2.9957172304714e-07,2.9957172304714e-07,2.9957172304714e-07,86790568
"12","2020/03/24",0,0,26,2,26,26,26,2.9957172304714e-07,0,2.9957172304714e-07,2.9957172304714e-07,2.9957172304714e-07,86790568
"13","2020/03/25",19,1,45,3,44,44,45,5.18489520658512e-07,2.18917797611372e-07,5.06967531310545e-07,5.06967531310545e-07,5.18489520658512e-07,86790568
"14","2020/03/26",0,0,45,3,43,43,45,5.18489520658512e-07,0,4.95445541962578e-07,4.95445541962578e-07,5.18489520658512e-07,86790568
"15","2020/03/27",9,1,54,4,52,52,54,6.22187424790215e-07,1.03697904131702e-07,5.99143446094281e-07,5.99143446094281e-07,6.22187424790215e-07,86790568
"16","2020/03/28",4,0,58,4,56,56,58,6.68275382182082e-07,4.60879573918677e-08,6.45231403486148e-07,6.45231403486148e-07,6.68275382182082e-07,86790568
"17","2020/03/29",0,2,58,6,55,55,58,6.68275382182082e-07,0,6.33709414138181e-07,6.33709414138181e-07,6.68275382182082e-07,86790568
"18","2020/03/30",23,2,81,8,78,78,81,9.33281137185322e-07,2.65005755003239e-07,8.98715169141421e-07,8.98715169141421e-07,9.33281137185322e-07,86790568
"19","2020/03/31",17,0,98,8,84,84,97,1.12915495610076e-06,1.95873818915438e-07,9.67847105229223e-07,9.67847105229223e-07,1.11763296675279e-06,86790568
"20","2020/04/01",0,0,98,8,84,84,96,1.12915495610076e-06,0,9.67847105229223e-07,9.67847105229223e-07,1.10611097740483e-06,86790568
"21","2020/04/02",25,3,123,11,109,109,121,1.41720468979993e-06,2.88049733699173e-07,1.2558968389284e-06,1.2558968389284e-06,1.394160711104e-06,86790568
"22","2020/04/03",0,0,123,11,100,100,121,1.41720468979993e-06,0,1.15219893479669e-06,1.15219893479669e-06,1.394160711104e-06,86790568
"23","2020/04/04",11,2,134,13,108,108,131,1.54394657262757e-06,1.26741882827636e-07,1.24437484958043e-06,1.24437484958043e-06,1.50938060458367e-06,86790568
