"","date","countrycode","population","cases_daily","deaths","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"3442","2020/03/23","GG",64468,17,0,17,0,17,17,0.000263696717751443,0.000263696717751443,0.000263696717751443,0.000263696717751443
"3441","2020/03/30","GG",64468,28,0,45,0,45,45,0.000698020723459701,0.000434324005708258,0.000698020723459701,0.000698020723459701
"3440","2020/04/06","GG",64468,109,3,154,3,154,154,0.00238878203139542,0.00169076130793572,0.00238878203139542,0.00238878203139542
"3439","2020/04/13","GG",64468,64,3,218,6,218,218,0.00338152261587144,0.000992740584476019,0.00338152261587144,0.00338152261587144
"3438","2020/04/20","GG",64468,21,3,239,9,239,239,0.00370726562015263,0.000325743004281194,0.00370726562015263,0.00370726562015263
"3437","2020/04/27","GG",64468,8,4,247,13,247,247,0.00383135819321214,0.000124092573059502,0.00383135819321214,0.00383135819321214
"3436","2020/05/04","GG",64468,5,0,252,13,252,252,0.00390891605137433,7.7557858162189e-05,0.00390891605137433,0.00390891605137433
"3435","2020/05/11","GG",64468,0,0,252,13,252,252,0.00390891605137433,0,0.00390891605137433,0.00390891605137433
"3434","2020/05/18","GG",64468,0,0,252,13,252,252,0.00390891605137433,0,0.00390891605137433,0.00390891605137433
"3433","2020/05/25","GG",64468,0,0,252,13,252,252,0.00390891605137433,0,0.00390891605137433,0.00390891605137433
"3432","2020/06/01","GG",64468,0,0,252,13,252,252,0.00390891605137433,0,0.00390891605137433,0.00390891605137433
"3431","2020/06/08","GG",64468,0,0,252,13,252,252,0.00390891605137433,0,0.00390891605137433,0.00390891605137433
"3430","2020/06/15","GG",64468,0,0,252,13,235,252,0.00390891605137433,0,0.00364521933362288,0.00390891605137433
"3429","2020/06/22","GG",64468,0,0,252,13,207,252,0.00390891605137433,0,0.00321089532791462,0.00390891605137433
"3428","2020/06/29","GG",64468,0,0,252,13,98,252,0.00390891605137433,0,0.0015201340199789,0.00390891605137433
"3427","2020/07/06","GG",64468,0,0,252,13,34,252,0.00390891605137433,0,0.000527393435502885,0.00390891605137433
"3426","2020/07/13","GG",64468,0,0,252,13,13,252,0.00390891605137433,0,0.000201650431221691,0.00390891605137433
"3425","2020/07/20","GG",64468,0,0,252,13,5,252,0.00390891605137433,0,7.7557858162189e-05,0.00390891605137433
"3424","2020/07/27","GG",64468,0,0,252,13,0,235,0.00390891605137433,0,0,0.00364521933362288
"3423","2020/08/03","GG",64468,0,0,252,13,0,207,0.00390891605137433,0,0,0.00321089532791462
"3422","2020/08/10","GG",64468,0,0,252,13,0,98,0.00390891605137433,0,0,0.0015201340199789
"3421","2020/08/17","GG",64468,0,0,252,13,0,34,0.00390891605137433,0,0,0.000527393435502885
"3420","2020/08/24","GG",64468,0,0,252,13,0,13,0.00390891605137433,0,0,0.000201650431221691
"3419","2020/08/31","GG",64468,0,0,252,13,0,5,0.00390891605137433,0,0,7.7557858162189e-05
"3418","2020/09/07","GG",64468,0,0,252,13,0,0,0.00390891605137433,0,0,0
"3417","2020/09/14","GG",64468,1,0,253,13,1,1,0.00392442762300676,1.55115716324378e-05,1.55115716324378e-05,1.55115716324378e-05
"3416","2020/09/21","GG",64468,2,0,255,13,3,3,0.00395545076627164,3.10231432648756e-05,4.65347148973134e-05,4.65347148973134e-05
"3415","2020/09/28","GG",64468,1,0,256,13,4,4,0.00397096233790408,1.55115716324378e-05,6.20462865297512e-05,6.20462865297512e-05
"3414","2020/10/05","GG",64468,1,0,257,13,5,5,0.00398647390953651,1.55115716324378e-05,7.7557858162189e-05,7.7557858162189e-05
"3413","2020/10/12","GG",64468,1,0,258,13,6,6,0.00400198548116895,1.55115716324378e-05,9.30694297946268e-05,9.30694297946268e-05
"3412","2020/10/19","GG",64468,0,0,258,13,6,6,0.00400198548116895,0,9.30694297946268e-05,9.30694297946268e-05
"3411","2020/10/26","GG",64468,7,0,265,13,13,13,0.00411056648259602,0.000108581001427065,0.000201650431221691,0.000201650431221691
"3410","2020/11/02","GG",64468,5,0,270,13,18,18,0.00418812434075821,7.7557858162189e-05,0.00027920828938388,0.00027920828938388
"3409","2020/11/09","GG",64468,9,0,279,13,27,27,0.00432772848545015,0.00013960414469194,0.000418812434075821,0.000418812434075821
"3408","2020/11/16","GG",64468,3,0,282,13,30,30,0.00437426320034746,4.65347148973134e-05,0.000465347148973134,0.000465347148973134
"3407","2020/11/23","GG",64468,1,0,283,13,31,31,0.0043897747719799,1.55115716324378e-05,0.000480858720605572,0.000480858720605572
"3406","2020/11/30","GG",64468,3,0,286,13,34,34,0.00443630948687721,4.65347148973134e-05,0.000527393435502885,0.000527393435502885
"3405","2020/12/07","GG",64468,2,0,288,13,35,36,0.00446733263014209,3.10231432648756e-05,0.000542905007135323,0.000558416578767761
"3404","2020/12/14","GG",64468,1,0,289,13,34,37,0.00448284420177452,1.55115716324378e-05,0.000527393435502885,0.000573928150400199
