"","date","countrycode","population","cases_daily","deaths","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"11472","2020/05/02","KM",850891,1,0,1,0,1,1,1.1752386615912e-06,1.1752386615912e-06,1.1752386615912e-06,1.1752386615912e-06
"11471","2020/05/03","KM",850891,0,0,1,0,1,1,1.1752386615912e-06,0,1.1752386615912e-06,1.1752386615912e-06
"11470","2020/05/04","KM",850891,2,0,3,0,3,3,3.52571598477361e-06,2.35047732318241e-06,3.52571598477361e-06,3.52571598477361e-06
"11469","2020/05/05","KM",850891,1,1,4,1,4,4,4.70095464636481e-06,1.1752386615912e-06,4.70095464636481e-06,4.70095464636481e-06
"11468","2020/05/06","KM",850891,0,0,4,1,4,4,4.70095464636481e-06,0,4.70095464636481e-06,4.70095464636481e-06
"11467","2020/05/07","KM",850891,4,0,8,1,8,8,9.40190929272962e-06,4.70095464636481e-06,9.40190929272962e-06,9.40190929272962e-06
"11466","2020/05/08","KM",850891,0,0,8,1,8,8,9.40190929272962e-06,0,9.40190929272962e-06,9.40190929272962e-06
"11465","2020/05/09","KM",850891,0,0,8,1,8,8,9.40190929272962e-06,0,9.40190929272962e-06,9.40190929272962e-06
"11464","2020/05/10","KM",850891,3,0,11,1,11,11,1.29276252775032e-05,3.52571598477361e-06,1.29276252775032e-05,1.29276252775032e-05
"11463","2020/05/11","KM",850891,0,0,11,1,11,11,1.29276252775032e-05,0,1.29276252775032e-05,1.29276252775032e-05
"11462","2020/05/12","KM",850891,0,0,11,1,11,11,1.29276252775032e-05,0,1.29276252775032e-05,1.29276252775032e-05
"11461","2020/05/13","KM",850891,0,0,11,1,11,11,1.29276252775032e-05,0,1.29276252775032e-05,1.29276252775032e-05
"11460","2020/05/14","KM",850891,0,0,11,1,10,11,1.29276252775032e-05,0,1.1752386615912e-05,1.29276252775032e-05
"11459","2020/05/15","KM",850891,0,0,11,1,10,11,1.29276252775032e-05,0,1.1752386615912e-05,1.29276252775032e-05
"11458","2020/05/16","KM",850891,0,0,11,1,8,11,1.29276252775032e-05,0,9.40190929272962e-06,1.29276252775032e-05
"11457","2020/05/17","KM",850891,0,0,11,1,7,11,1.29276252775032e-05,0,8.22667063113842e-06,1.29276252775032e-05
"11456","2020/05/18","KM",850891,0,0,11,1,7,11,1.29276252775032e-05,0,8.22667063113842e-06,1.29276252775032e-05
"11455","2020/05/19","KM",850891,0,0,11,1,3,11,1.29276252775032e-05,0,3.52571598477361e-06,1.29276252775032e-05
"11454","2020/05/20","KM",850891,23,0,34,1,26,33,3.99581144941009e-05,2.70304892165977e-05,3.05562052013713e-05,3.87828758325097e-05
"11453","2020/05/21","KM",850891,0,0,34,1,26,33,3.99581144941009e-05,0,3.05562052013713e-05,3.87828758325097e-05
"11452","2020/05/22","KM",850891,0,0,34,1,23,31,3.99581144941009e-05,0,2.70304892165977e-05,3.64323985093273e-05
"11451","2020/05/23","KM",850891,44,0,78,1,67,74,9.16686156041138e-05,5.17105011100129e-05,7.87409903266106e-05,8.6967660957749e-05
"11450","2020/05/24","KM",850891,0,0,78,1,67,74,9.16686156041138e-05,0,7.87409903266106e-05,8.6967660957749e-05
"11449","2020/05/25","KM",850891,9,0,87,1,76,79,0.000102245763558435,1.05771479543208e-05,8.93181382809314e-05,9.2843854265705e-05
"11448","2020/05/26","KM",850891,0,0,87,1,76,79,0.000102245763558435,0,8.93181382809314e-05,9.2843854265705e-05
"11447","2020/05/27","KM",850891,0,0,87,1,76,79,0.000102245763558435,0,8.93181382809314e-05,9.2843854265705e-05
"11446","2020/05/28","KM",850891,0,1,87,2,76,76,0.000102245763558435,0,8.93181382809314e-05,8.93181382809314e-05
"11445","2020/05/29","KM",850891,0,0,87,2,76,76,0.000102245763558435,0,8.93181382809314e-05,8.93181382809314e-05
"11444","2020/05/30","KM",850891,0,0,87,2,76,76,0.000102245763558435,0,8.93181382809314e-05,8.93181382809314e-05
"11443","2020/05/31","KM",850891,19,0,106,2,95,95,0.000124575298128667,2.23295345702328e-05,0.000111647672851164,0.000111647672851164
"11442","2020/06/01","KM",850891,0,0,106,2,72,95,0.000124575298128667,0,8.46171836345666e-05,0.000111647672851164
"11441","2020/06/02","KM",850891,0,0,106,2,72,95,0.000124575298128667,0,8.46171836345666e-05,0.000111647672851164
"11440","2020/06/03","KM",850891,26,0,132,2,98,121,0.000155131503330039,3.05562052013713e-05,0.000115173388835938,0.000142203878052536
"11439","2020/06/04","KM",850891,0,0,132,2,54,121,0.000155131503330039,0,6.34628877259249e-05,0.000142203878052536
"11438","2020/06/05","KM",850891,0,0,132,2,54,121,0.000155131503330039,0,6.34628877259249e-05,0.000142203878052536
"11437","2020/06/06","KM",850891,0,0,132,2,45,121,0.000155131503330039,0,5.28857397716041e-05,0.000142203878052536
"11436","2020/06/07","KM",850891,9,0,141,2,54,107,0.00016570865128436,1.05771479543208e-05,6.34628877259249e-05,0.000125750536790259
"11435","2020/06/08","KM",850891,0,0,141,2,54,107,0.00016570865128436,0,6.34628877259249e-05,0.000125750536790259
"11434","2020/06/09","KM",850891,0,0,141,2,54,107,0.00016570865128436,0,6.34628877259249e-05,0.000125750536790259
"11433","2020/06/10","KM",850891,21,0,162,2,75,84,0.000190388663177775,2.46800118934153e-05,8.81428996193402e-05,9.8720047573661e-05
