"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_infect","cases_symptom","p_cases","p_cases_daily","p_cases_active","p_infect","p_symptom","population"
"1","2020/01/01",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"2","2020/01/02",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"3","2020/01/03",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"4","2020/01/04",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"5","2020/01/05",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"6","2020/01/06",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"7","2020/01/07",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"8","2020/01/08",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"9","2020/01/09",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"10","2020/01/10",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"11","2020/01/11",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"12","2020/01/12",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"13","2020/01/13",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"14","2020/01/14",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"15","2020/01/15",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"16","2020/01/16",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"17","2020/01/17",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"18","2020/01/18",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"19","2020/01/19",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"20","2020/01/20",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"21","2020/01/21",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"22","2020/01/22",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"23","2020/01/23",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"24","2020/01/24",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"25","2020/01/25",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"26","2020/01/26",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"27","2020/01/27",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"28","2020/01/28",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"29","2020/01/29",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"30","2020/01/30",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"31","2020/01/31",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"32","2020/02/01",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"33","2020/02/02",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"34","2020/02/03",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"35","2020/02/04",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"36","2020/02/05",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"37","2020/02/06",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"38","2020/02/07",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"39","2020/02/08",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"40","2020/02/09",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"41","2020/02/10",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"42","2020/02/11",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"43","2020/02/12",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"44","2020/02/13",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"45","2020/02/14",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"46","2020/02/15",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"47","2020/02/16",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"48","2020/02/17",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"49","2020/02/18",0,0,0,0,0,0,0,0,0,0,0,0,6545503
"50","2020/02/19",0,0,0,0,0,0,0,0,0,0,0,0,6545503
