"","date","countrycode","population","cases_daily","deaths","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"30627","2020/04/03","MW",18628749,3,0,3,0,3,3,1.61041409704967e-07,1.61041409704967e-07,1.61041409704967e-07,1.61041409704967e-07
"30626","2020/04/04","MW",18628749,0,0,3,0,3,3,1.61041409704967e-07,0,1.61041409704967e-07,1.61041409704967e-07
"30625","2020/04/05","MW",18628749,1,0,4,0,4,4,2.14721879606623e-07,5.36804699016558e-08,2.14721879606623e-07,2.14721879606623e-07
"30624","2020/04/06","MW",18628749,0,0,4,0,4,4,2.14721879606623e-07,0,2.14721879606623e-07,2.14721879606623e-07
"30623","2020/04/07","MW",18628749,1,0,5,0,5,5,2.68402349508279e-07,5.36804699016558e-08,2.68402349508279e-07,2.68402349508279e-07
"30622","2020/04/08","MW",18628749,3,1,8,1,8,8,4.29443759213246e-07,1.61041409704967e-07,4.29443759213246e-07,4.29443759213246e-07
"30621","2020/04/09","MW",18628749,0,0,8,1,8,8,4.29443759213246e-07,0,4.29443759213246e-07,4.29443759213246e-07
"30620","2020/04/10","MW",18628749,0,0,8,1,8,8,4.29443759213246e-07,0,4.29443759213246e-07,4.29443759213246e-07
"30619","2020/04/11","MW",18628749,1,0,9,1,9,9,4.83124229114902e-07,5.36804699016558e-08,4.83124229114902e-07,4.83124229114902e-07
"30618","2020/04/12","MW",18628749,3,1,12,2,12,12,6.44165638819869e-07,1.61041409704967e-07,6.44165638819869e-07,6.44165638819869e-07
"30617","2020/04/13","MW",18628749,1,0,13,2,13,13,6.97846108721525e-07,5.36804699016558e-08,6.97846108721525e-07,6.97846108721525e-07
"30616","2020/04/14","MW",18628749,3,0,16,2,16,16,8.58887518426492e-07,1.61041409704967e-07,8.58887518426492e-07,8.58887518426492e-07
"30615","2020/04/15","MW",18628749,0,0,16,2,13,16,8.58887518426492e-07,0,6.97846108721525e-07,8.58887518426492e-07
"30614","2020/04/16","MW",18628749,0,0,16,2,13,16,8.58887518426492e-07,0,6.97846108721525e-07,8.58887518426492e-07
"30613","2020/04/17","MW",18628749,0,0,16,2,12,16,8.58887518426492e-07,0,6.44165638819869e-07,8.58887518426492e-07
"30612","2020/04/18","MW",18628749,1,0,17,2,13,17,9.12567988328148e-07,5.36804699016558e-08,6.97846108721525e-07,9.12567988328148e-07
"30611","2020/04/19","MW",18628749,0,0,17,2,12,17,9.12567988328148e-07,0,6.44165638819869e-07,9.12567988328148e-07
"30610","2020/04/20","MW",18628749,0,0,17,2,9,17,9.12567988328148e-07,0,4.83124229114902e-07,9.12567988328148e-07
"30609","2020/04/21","MW",18628749,0,0,17,2,9,14,9.12567988328148e-07,0,4.83124229114902e-07,7.51526578623181e-07
"30608","2020/04/22","MW",18628749,1,0,18,2,10,15,9.66248458229804e-07,5.36804699016558e-08,5.36804699016558e-07,8.05207048524837e-07
"30607","2020/04/23","MW",18628749,5,1,23,3,14,19,1.23465080773808e-06,2.68402349508279e-07,7.51526578623181e-07,1.01992892813146e-06
"30606","2020/04/24","MW",18628749,10,0,33,3,21,29,1.77145550675464e-06,5.36804699016558e-07,1.12728986793477e-06,1.55673362714802e-06
"30605","2020/04/25","MW",18628749,0,0,33,3,20,28,1.77145550675464e-06,0,1.07360939803312e-06,1.50305315724636e-06
"30604","2020/04/26","MW",18628749,0,0,33,3,17,25,1.77145550675464e-06,0,9.12567988328148e-07,1.34201174754139e-06
"30603","2020/04/27","MW",18628749,1,0,34,3,18,26,1.8251359766563e-06,5.36804699016558e-08,9.66248458229804e-07,1.39569221744305e-06
"30602","2020/04/28","MW",18628749,2,0,36,3,20,28,1.93249691645961e-06,1.07360939803312e-07,1.07360939803312e-06,1.50305315724636e-06
"30601","2020/04/29","MW",18628749,0,0,36,3,20,27,1.93249691645961e-06,0,1.07360939803312e-06,1.44937268734471e-06
"30600","2020/04/30","MW",18628749,0,0,36,3,19,24,1.93249691645961e-06,0,1.01992892813146e-06,1.28833127763974e-06
"30599","2020/05/01","MW",18628749,1,0,37,3,20,24,1.98617738636126e-06,5.36804699016558e-08,1.07360939803312e-06,1.28833127763974e-06
"30598","2020/05/02","MW",18628749,0,0,37,3,20,21,1.98617738636126e-06,0,1.07360939803312e-06,1.12728986793477e-06
"30597","2020/05/03","MW",18628749,1,0,38,3,21,22,2.03985785626292e-06,5.36804699016558e-08,1.12728986793477e-06,1.18097033783643e-06
"30596","2020/05/04","MW",18628749,1,0,39,3,21,23,2.09353832616457e-06,5.36804699016558e-08,1.12728986793477e-06,1.23465080773808e-06
"30595","2020/05/05","MW",18628749,2,0,41,3,18,25,2.20089926596789e-06,1.07360939803312e-07,9.66248458229804e-07,1.34201174754139e-06
"30594","2020/05/06","MW",18628749,0,0,41,3,8,24,2.20089926596789e-06,0,4.29443759213246e-07,1.28833127763974e-06
"30593","2020/05/07","MW",18628749,2,0,43,3,10,26,2.3082602057712e-06,1.07360939803312e-07,5.36804699016558e-07,1.39569221744305e-06
"30592","2020/05/08","MW",18628749,0,0,43,3,10,26,2.3082602057712e-06,0,5.36804699016558e-07,1.39569221744305e-06
"30591","2020/05/09","MW",18628749,0,0,43,3,9,26,2.3082602057712e-06,0,4.83124229114902e-07,1.39569221744305e-06
