"","date","countrycode","population","cases_daily","deaths","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"47910","2020/03/07","TG",8082359,1,0,1,0,1,1,1.23726253684104e-07,1.23726253684104e-07,1.23726253684104e-07,1.23726253684104e-07
"47909","2020/03/15","TG",8082359,0,0,1,0,1,1,1.23726253684104e-07,0,1.23726253684104e-07,1.23726253684104e-07
"47908","2020/03/16","TG",8082359,0,0,1,0,1,1,1.23726253684104e-07,0,1.23726253684104e-07,1.23726253684104e-07
"47907","2020/03/17","TG",8082359,0,0,1,0,1,1,1.23726253684104e-07,0,1.23726253684104e-07,1.23726253684104e-07
"47906","2020/03/18","TG",8082359,0,0,1,0,1,1,1.23726253684104e-07,0,1.23726253684104e-07,1.23726253684104e-07
"47905","2020/03/19","TG",8082359,0,0,1,0,1,1,1.23726253684104e-07,0,1.23726253684104e-07,1.23726253684104e-07
"47904","2020/03/20","TG",8082359,0,0,1,0,1,1,1.23726253684104e-07,0,1.23726253684104e-07,1.23726253684104e-07
"47903","2020/03/21","TG",8082359,8,0,9,0,9,9,1.11353628315693e-06,9.89810029472831e-07,1.11353628315693e-06,1.11353628315693e-06
"47902","2020/03/22","TG",8082359,6,0,15,0,15,15,1.85589380526156e-06,7.42357522104623e-07,1.85589380526156e-06,1.85589380526156e-06
"47901","2020/03/23","TG",8082359,0,0,15,0,15,15,1.85589380526156e-06,0,1.85589380526156e-06,1.85589380526156e-06
"47900","2020/03/24","TG",8082359,3,0,18,0,18,18,2.22707256631387e-06,3.71178761052312e-07,2.22707256631387e-06,2.22707256631387e-06
"47899","2020/03/25","TG",8082359,0,0,18,0,18,18,2.22707256631387e-06,0,2.22707256631387e-06,2.22707256631387e-06
"47898","2020/03/26","TG",8082359,5,0,23,0,22,23,2.84570383473439e-06,6.18631268420519e-07,2.72197758105028e-06,2.84570383473439e-06
"47897","2020/03/27","TG",8082359,1,0,24,0,23,24,2.96943008841849e-06,1.23726253684104e-07,2.84570383473439e-06,2.96943008841849e-06
"47896","2020/03/28","TG",8082359,1,1,25,1,24,25,3.0931563421026e-06,1.23726253684104e-07,2.96943008841849e-06,3.0931563421026e-06
"47895","2020/03/29","TG",8082359,3,0,28,1,27,28,3.46433510315491e-06,3.71178761052312e-07,3.3406088494708e-06,3.46433510315491e-06
"47894","2020/03/30","TG",8082359,2,0,30,1,29,30,3.71178761052312e-06,2.47452507368208e-07,3.58806135683901e-06,3.71178761052312e-06
"47893","2020/03/31","TG",8082359,4,0,34,1,33,34,4.20669262525953e-06,4.94905014736415e-07,4.08296637157543e-06,4.20669262525953e-06
"47892","2020/04/01","TG",8082359,0,0,34,1,33,33,4.20669262525953e-06,0,4.08296637157543e-06,4.08296637157543e-06
"47891","2020/04/02","TG",8082359,2,1,36,2,27,35,4.45414513262774e-06,2.47452507368208e-07,3.3406088494708e-06,4.33041887894364e-06
"47890","2020/04/03","TG",8082359,3,0,39,2,24,38,4.82532389368005e-06,3.71178761052312e-07,2.96943008841849e-06,4.70159763999595e-06
