"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0,0,334,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"2","UA","UA07",1042855,0,0,107,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"3","UA","UA09",2263676,0,0,285,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"4","UA","UA12",3258705,0,0,383,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"5","UA","UA14",4387702,0,0,670,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"6","UA","UA18",1249225,0,0,136,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"7","UA","UA21",1259497,0,0,201,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"8","UA","UA23",1755663,0.00472813238770686,0.00476190476190476,423,0.00472813238770686,0.00476190476190476,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"9","UA","UA26",1382721,0,0,401,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"11","UA","UA32",1731673,0.00222222222222222,0.005,450,0.00222222222222222,0.005,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"12","UA","UA35",974724,0,0,160,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"14","UA","UA43",1963770,NA,NA,120,NA,NA,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"15","UA","UA46",2535476,0.0324324324324324,0.0171428571428571,370,0.0324324324324324,0.0171428571428571,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"16","UA","UA48",1159634,0,0,205,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"17","UA","UA51",2387282,0.012448132780083,0.0333333333333333,241,0.012448132780083,0.0333333333333333,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"18","UA","UA53",1440684,0,0,250,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"19","UA","UA56",1162049,0,0,150,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"20","UA","UA59",1115051,0,0,140,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"21","UA","UA61",1066523,0,0,253,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"22","UA","UA63",2720342,0.0194444444444444,0.0285714285714286,360,0.0194444444444444,0.0285714285714286,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"23","UA","UA65",1063803,0,0,130,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"24","UA","UA68",1296103,0.00452488687782805,0.004,221,0.00452488687782805,0.004,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"25","UA","UA71",1246166,0,0,300,0,0,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"26","UA","UA74",1047023,0.0133333333333333,0.015,150,0.0133333333333333,0.015,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00210393435724805,0.00208994708994709,4753,0.00502718604531202,0.00609626271091061,6320,0.00377240276405418,0.00437658257486441
