"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0,0,334,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"2","UA","UA07",1042855,0,0,200,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"3","UA","UA09",2263676,NA,NA,85,NA,NA,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"4","UA","UA12",3258705,0,0,333,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"5","UA","UA14",4387702,0,0,668,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"6","UA","UA18",1249225,0,0,136,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"7","UA","UA21",1259497,0,0,201,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"8","UA","UA23",1755663,0.00472813238770686,0.00476190476190476,423,0.00472813238770686,0.00476190476190476,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"9","UA","UA26",1382721,0,0,400,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"11","UA","UA32",1731673,0.00606060606060606,0.0183333333333333,330,0.00606060606060606,0.0183333333333333,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"12","UA","UA35",974724,0,0,160,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"14","UA","UA43",1963770,NA,NA,0,NA,NA,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"15","UA","UA46",2535476,0,0,420,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"16","UA","UA48",1159634,0,0,205,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"17","UA","UA51",2387282,0.012448132780083,0.0333333333333333,241,0.012448132780083,0.0333333333333333,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"18","UA","UA53",1440684,0,0,250,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"19","UA","UA56",1162049,0,0,200,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"20","UA","UA59",1115051,0,0,155,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"21","UA","UA61",1066523,0,0,138,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"22","UA","UA63",2720342,0.0205882352941176,0.04,340,0.0205882352941176,0.04,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"23","UA","UA65",1063803,0,0,130,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"24","UA","UA68",1296103,0.0116959064327485,0.005,171,0.0116959064327485,0.005,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"25","UA","UA71",1246166,0,0,300,0,0,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"26","UA","UA74",1047023,0.02,0.02,150,0.02,0.02,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00321681321037958,0.00320413436692506,4663,0.00381216002935448,0.00693786899515824,5885,0.00354897248509207,0.00528728077260882
