"date","region","regionname","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESS","Provincia:Cantabria",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESS","Provincia:Cantabria",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESS","Provincia:Cantabria",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESS","Provincia:Cantabria",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESS","Provincia:Cantabria",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESS","Provincia:Cantabria",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESS","Provincia:Cantabria",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESS","Provincia:Cantabria",581078,1,100,1,100,0.01,0.0195013954179879,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESS","Provincia:Cantabria",581078,1,100,1,100,0.01,0.0195013954179879,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESS","Provincia:Cantabria",581078,3,360,3,360,0.00833333333333333,0.00939050774651639,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESS","Provincia:Cantabria",581078,7,700,6,600,0.00714285714285714,0.00623847494864529,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESS","Provincia:Cantabria",581078,7,700,6,600,0.00714285714285714,0.00623847494864529,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESS","Provincia:Cantabria",581078,7,700,4,340,0.00714285714285714,0.00623847494864529,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESS","Provincia:Cantabria",581078,9,795,2,95,0.00880503144654088,0.00649395876722805,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESS","Provincia:Cantabria",581078,10,895,3,195,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
