"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","US","USAK",731545,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"2","US","USAL",4903185,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"3","US","USAR",3017825,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"4","US","USAZ",7278717,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"5","US","USCA",39512223,0.04,0.0333333333333333,0,0,25,2,0.04,0.0333333333333333,0,0,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"6","US","USCO",5758736,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"7","US","USCT",3565287,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"8","US","USDC",705749,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"9","US","USDE",973764,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"10","US","USFL",21477737,0,0,NA,NA,100,1,0,0,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"11","US","USGA",10617423,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"12","US","USHI",1415872,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"13","US","USIA",3155070,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"14","US","USID",1787065,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"15","US","USIL",12671821,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"16","US","USIN",6732219,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"17","US","USKS",2913314,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
"18","US","USKY",4467673,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0499564151979619,689,0.00176984177186979,579,0.0499564151979619,0.00176984177186979
