"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRA",606170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRB",1874590,0.0888888888888889,0.088034188034188,0.0222222222222222,0.0256410256410256,0.0222222222222222,0.0256410256410256,45,3,0.0888888888888889,0.088034188034188,0.0222222222222222,0.0256410256410256,0.0222222222222222,0.0256410256410256
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRC",282120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRD",336650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRE",730730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRF",206470,0,0,0,0,0,0,40,2,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRG",680190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRH",546870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRI",3812330,0.0219244823386114,0.0360396825396825,0.000648508430609598,0.0114942528735632,0.000661375661375661,0.0119047619047619,1642,30,0.0219244823386114,0.0360396825396825,0.000648508430609598,0.0114942528735632,0.000661375661375661,0.0119047619047619
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRJ",581980,0,0,0,0,0,0,50,1,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRK",197810,0,0,0,0,0,0,100,1,0,0,0,0,0,0
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRL",308610,0,0,NA,NA,NA,NA,60,1,0,0,NA,NA,NA,NA
"GR",2020-09-26,10785860,0,0,0,0,0,0.0238816086259449,1897,0.00421197200609143,0.00421665397224346,1897,0.0238816086259449,0.00421197200609143,0.00421197200609143,"GRM",621340,0,0,0,0,0,0,20,1,0,0,0,0,0,0
