"","date","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
"1","2020/03/23",0,NA,NA,0,NA,NA,NA,NA,NA
"2","2020/03/24",0,NA,NA,0,NA,NA,NA,NA,NA
"3","2020/03/25",0.0132661569479734,0.000588334949837425,0.0259439789461093,0.020613375050507,0.00809190889730436,0.0331348412037096,0.0118889674521567,0.000613702343684986,0.0221607766802302
"4","2020/03/26",0.0132530768396462,0.000680119134017615,0.0258260345452747,0.0205717886746424,0.00816214361438653,0.0329814337348982,0.0122474528013547,0.00136887480686628,0.0223122589521707
"5","2020/03/27",0.0150580958573348,0.00358167861223354,0.026534513102436,0.0228587458253255,0.0115811118976555,0.0341363797529955,0.0126114278879402,0.00212777324023452,0.0224663935719917
"6","2020/03/28",0.0150267218060345,0.00375667780596653,0.0262967658061024,0.022785715770331,0.0117239821778869,0.033847449362775,0.0129840784791171,0.0028934157789053,0.0226246556263249
"7","2020/03/29",0.0135370680888095,0.00523447766856658,0.0218396585090524,0.0184444170812949,0.0100864550582619,0.0268023791043279,0.0133685903420892,0.00366882055799416,0.022788520201802
"8","2020/03/30",0.013522613141658,0.00561999644166298,0.0214252298416531,0.0183359893595789,0.0104028829588192,0.0262690957603385,0.0137681492440603,0.00445700571261669,0.0229594623850547
"9","2020/03/31",0.013522613141658,0.00561999644166298,0.0214252298416531,0.0183359893595789,0.0104028829588192,0.0262690957603385,0.0141859409522342,0.00526098937788846,0.0231389572627146
"10","2020/04/01",0.0135168148987362,0.00567151857931986,0.0213621112181524,0.0182662640270301,0.0103911530165851,0.0261413750374752,0.0146251506336655,0.00608378842525921,0.0233284799298082
"11","2020/04/02",0.0135285561477759,0.00572118577081925,0.0213359265247325,0.0182729905612444,0.0104381105938033,0.0261078705286856,0.0150879287980926,0.00692624116631459,0.0235295199540954
"12","2020/04/03",0.0135285561477759,0.00572118577081925,0.0213359265247325,0.0182729905612444,0.0104381105938033,0.0261078705286856,0.0155732685700225,0.00778253776679045,0.0237436110686779
"13","2020/04/04",0.0135285561477759,0.00572118577081925,0.0213359265247325,0.0182729905612444,0.0104381105938033,0.0261078705286856,0.0160795629247068,0.00864560472660816,0.0239722954015145
"14","2020/04/05",0.0135285561477759,0.00572118577081925,0.0213359265247325,0.0182729905612444,0.0104381105938033,0.0261078705286856,0.016605204837397,0.00950836854568911,0.0242171150805639
"15","2020/04/06",0.0130416015954067,0.00547325653262613,0.0206099466581873,0.017650177304629,0.0100472961908252,0.0252530584184329,0.0171485872833448,0.0103637557239547,0.0244796122337849
"16","2020/04/07",0.0146079671926936,0.00798910785764249,0.0212268265277447,0.0182366994551046,0.0116220270601034,0.0248513718501059,0.0177081032378017,0.0112046927613263,0.024761328989136
"17","2020/04/08",0.0145274077899406,0.00866626874736864,0.0203885468325126,0.0181021356053802,0.012237557033726,0.0239667141770343,0.0182821397120651,0.0120241091016984,0.0250638022558344
"18","2020/04/09",0.0238131872254402,0.0184363780227311,0.0291899964281493,0.0256575889240427,0.0201944448213413,0.031120733026744,0.0188674697222799,0.0128157309016893,0.0253871566211157
"19","2020/04/10",0.0238639784880441,0.0185900906103311,0.0291378663657572,0.0258846868605464,0.0205298515403812,0.0312395221807116,0.0194570761915868,0.0135751552128305,0.0257282001618446
"20","2020/04/11",0.0231746363256774,0.0178970433321179,0.0284522293192369,0.0253911808667101,0.0200356122625718,0.0307467494708484,0.0200433985777843,0.0142982473562038,0.0260832653970458
"21","2020/04/12",0.021926494177768,0.0166885750441363,0.0271644133113996,0.0249274782517535,0.0196126436409756,0.0302423128625313,0.0206188763386708,0.0149808726528906,0.0264486848457435
"22","2020/04/13",0.0220603880592452,0.0168260653977146,0.0272947107207757,0.025038507084353,0.0197268602269489,0.0303501539417571,0.0211759489320449,0.0156188964239726,0.0268207910269623
"23","2020/04/14",0.0220603880592452,0.0168260653977146,0.0272947107207757,0.025038507084353,0.0197268602269489,0.0303501539417571,0.0217070558157049,0.0162081839905313,0.0271959164597267
"24","2020/04/15",0.0214530270754861,0.0163052620500086,0.0266007921009636,0.0242749046295541,0.0190497561161829,0.0295000531429253,0.0222046679013493,0.0167446294166562,0.0275703964025856
"25","2020/04/16",0.022223258236641,0.017307395566475,0.027139120906807,0.0246409554468695,0.0196432766281705,0.0296386342655685,0.0226643269332825,0.0172269329356617,0.0279408335728649
"26","2020/04/17",0.022223258236641,0.0173181868684461,0.0271283296048359,0.0246409554468695,0.0196547290518368,0.0296271818419023,0.0230871792748026,0.0176589163590636,0.0283043188305972
"27","2020/04/18",0.0223528938475249,0.0175880971905611,0.0271176905044887,0.0241128451964699,0.019264899506174,0.0289607908867658,0.0234749677483482,0.018044946550974,0.0286579949853193
"28","2020/04/19",0.0235637714018317,0.0182988873265332,0.0288286554771302,0.0263442129978282,0.0210045463379239,0.0316838796577326,0.0238294351763577,0.0183893903755046,0.028999004846568
"29","2020/04/20",0.0245015458542798,0.0193197643395485,0.0296833273690111,0.0271179614623084,0.0218621431894114,0.0323737797352054,0.0241523243812697,0.0186966146967675,0.0293244912238804
"30","2020/04/21",0.0245015458542798,0.0193197643395485,0.0296833273690111,0.0271179614623084,0.0218621431894114,0.0323737797352054,0.0244453781855228,0.0189709863788747,0.0296315969267933
