"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0,0,100,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"2","PT","PT02",152758,0,0,100,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"3","PT","PT03",848185,0,0,110,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"4","PT","PT04",136252,0,0,20,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"5","PT","PT05",196264,0.02,0.02,150,0.02,0.02,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"6","PT","PT06",430104,0.04,0.04,100,0.04,0.04,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"7","PT","PT07",166706,0,0,100,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"8","PT","PT08",451006,0,0,60,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"9","PT","PT09",160939,0.05,0.05,100,0.05,0.05,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"10","PT","PT10",470930,0,0,120,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"11","PT","PT11",2250533,0.00434782608695652,0.005,230,0.00434782608695652,0.005,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"12","PT","PT12",118506,0,0,20,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"13","PT","PT13",1817117,0.0172413793103448,0.01,232,0.0172413793103448,0.01,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"14","PT","PT14",453638,0,0,50,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"15","PT","PT15",851258,0,0,100,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"16","PT","PT16",244836,0,0,100,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"17","PT","PT17",206661,0,0,40,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"18","PT","PT18",377653,0,0,50,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"19","PT","PT20",245766,0.1,0.1,100,0.1,0.1,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
"20","PT","PT30",267785,0,0,50,0,0,10561097,0.00434782608695652,0.00454545454545455,1150,0.00898273347316405,0.00787577512070953,1932,0.007253290418609,0.00663311818964423
