"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"5","BR","BRBA",15203934,0,0,0,0,20,0,0,0,0,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"6","BR","BRCE",8904459,0.2,0.2,0,0,5,0.2,0.2,0,0,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"7","BR","BRDF",2914830,0,0,0,0,20,0,0,0,0,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"10","BR","BRGO",6610681,0.01,0.01,0,0,200,0.01,0.01,0,0,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"12","BR","BRMG",20869101,0.02,0.02,0,0,50,0.02,0.02,0,0,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"13","BR","BRMS",2651235,0.1,0.1,0,0,10,0.1,0.1,0,0,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"15","BR","BRPA",8175113,0.096,0.096,0.028,0.028,250,0.096,0.096,0.028,0.028,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"16","BR","BRPB",3972202,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"17","BR","BRPE",9345173,0.2,0.2,0.02,0.02,50,0.2,0.2,0.02,0.02,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0586018395788475,0.0586018395788475,1155,0.00485321816901183,0.00485321816901183,1155,0.0506901289399032,0.0506901289399032,0.00413687600384403,0.00413687600384403
