"","date","p_cases","p_cases_recent"
"1","2020/03/23",0.0114620478858889,0
"2","2020/03/24",0.0121895648211438,0
"3","2020/03/25",0.0164408422778262,0
"4","2020/03/26",0.0164556465874275,0
"5","2020/03/27",0.0183626847168317,0
"6","2020/03/28",0.0184256175842444,0
"7","2020/03/29",0.0179077740344476,0
"8","2020/03/30",0.0163123870672747,0
"9","2020/04/01",0.0163120341653766,0
"10","2020/04/02",0.0163313788032495,0
"11","2020/04/06",0.0159970198510465,0
"12","2020/04/07",0.0178496990608881,0
"13","2020/04/08",0.0176584173960115,0
"14","2020/04/09",0.0271155726638323,0
"15","2020/04/10",0.0267405362254528,0
"16","2020/04/11",0.0225930772737138,0
"17","2020/04/12",0.0233889866848418,0
"18","2020/04/13",0.0239089538152749,0
"19","2020/04/15",0.0248635139779005,0
"20","2020/04/16",0.0248637858721953,0
"21","2020/04/17",0.0240842800258832,0
"22","2020/04/18",0.0242287107665367,0
"23","2020/04/19",0.0250357851544498,0
"24","2020/04/20",0.0259383258417469,0
"25","2020/04/23",0.0354023176822999,0
"26","2020/04/27",0.0431152518361138,0
"27","2020/04/29",0.0408810529070551,0
"28","2020/05/02",0.0524477557851053,0
"29","2020/05/10",0.0450505900951775,0
"30","2020/05/14",0.086811570001632,0
"31","2020/05/15",0.0815711858202064,0
"32","2020/05/26",0.0712423525119942,0
"33","2020/05/31",0.05,0
"34","2020/06/01",0.0346437281797426,0
"35","2020/06/02",0.0318905223828488,0
"36","2020/06/05",0.0657415466179953,0
"37","2020/06/06",0.0167634192670027,0
"38","2020/06/07",0.0136567087234709,0
"39","2020/06/08",0.017267624543245,0
"40","2020/06/09",0.0241273080262104,0
"41","2020/06/10",0.0311238322608156,0
"42","2020/06/11",0.0289741765033756,0
"43","2020/06/12",0.028923374967661,0
"44","2020/06/13",0.0304176301731724,0
"45","2020/06/14",0.0304176301731724,0
"46","2020/06/15",0.0324389981346377,0
"47","2020/06/20",0.0356141337301075,0
"48","2020/06/23",0.0577559309470326,0
"49","2020/06/26",0.0496804148437267,0
"50","2020/07/03",0.0355023964477225,0
"51","2020/07/04",0.0282582215977778,0
"52","2020/07/05",0.0458837741617247,0
"53","2020/07/06",0.0479397643029901,0
"54","2020/07/11",0.0259428499070531,0
"55","2020/07/17",0.0266346592379079,0
"56","2020/07/30",0,0
"57","2020/07/31",0.0217788842140734,0
"58","2020/08/17",0.06,0.04
"59","2020/08/24",0.024,0.008
"60","2020/09/10",0,0
"61","2020/09/14",0.153846153846154,0.0153846153846154
"62","2020/09/15",0.0971058526715777,0.00815797895308253
"63","2020/09/18",0.0663242802917218,0.00557198220099231
