"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","stillsick_p_w_provs","stillsick_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","stillsick_p_w_regs_rhs","stillsick_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESAL",716820,0,0,0,0,0,0,60,2,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESCO",782979,0,0,0,0,0,0,0,0,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESGR",914678,0.025,0.025,0,0,0,0,40,2,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESH",521870,0.00819672131147541,0.0166666666666667,0,0,0,0,122,3,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESCA",1240155,0,0,0,0,0,0,20,1,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESJ",633564,0,0,0,0,0,0,0,0,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESMA",1661785,0.0773809523809524,0.0546666666666667,0.00595238095238095,0.004,0.00595238095238095,0.004,168,5,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAN","ESSE",1942389,0.0169491525423729,0.0108333333333333,0,0,0,0,295,3,8414240,0.0461938841899805,0.0495115496045729,0.0026525198938992,0.00378600823045268,0.00480109739368999,0.00633255633255633,1537,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0387185146493462,0.0393035513461868,0.00218809279865996,0.00284390520392583,0.00366104713281626,0.00458968773422615
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAR","ESTE",134137,0,0,0,0,0,0,0,0,1319291,0.04649721016739,0.0841812535290796,0.0018598884066956,0.000869565217391304,0.00433973961562306,0.00605072463768116,1613,23,0.0311981431873707,0.0244095855166056,0,0,0,0,155,155,0.04515594581111,0.0789410903266285,0.00169683257918552,0.000793330710210506,0.00395927601809955,0.00552025952521477
"ES",2020-08-19,47026208,0.0836236933797909,0,0.00696864111498258,861,16,0.0464534506185268,16755,0.00244321248270078,0.00952963498876561,16755,0.0482701842139769,0.00232379797613826,0.00232379797613826,"ESAR","ESHU",220461,0.02,0.02,0,0,0,0,50,1,1319291,0.04649721016739,0.0841812535290796,0.0018598884066956,0.000869565217391304,0.00433973961562306,0.00605072463768116,1613,23,0.0311981431873707,0.0244095855166056,0,0,0,0,155,155,0.04515594581111,0.0789410903266285,0.00169683257918552,0.000793330710210506,0.00395927601809955,0.00552025952521477
