"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","stillsick_p_w_provs","stillsick_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","stillsick_p_w_regs_rhs","stillsick_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESAL",716820,0,0,0,0,0,0,60,2,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESCO",782979,0,0,0,0,0,0,0,0,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESGR",914678,0.025,0.025,0,0,0,0,40,2,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESH",521870,0.00819672131147541,0.0166666666666667,0,0,0,0,122,3,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESCA",1240155,0,0,0,0,0,0,20,1,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESJ",633564,0,0,0,0,0,0,0,0,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESMA",1661785,0.0773809523809524,0.0546666666666667,0.00595238095238095,0.004,0.00595238095238095,0.004,168,5,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAN","ESSE",1942389,0.0169491525423729,0.0108333333333333,0,0,0,0,295,3,8414240,0.0358672376873662,0.0420115496045729,0.0032555615843733,0.00400793650793651,0.00334634690462911,0.00535727646838758,1868,30,0.0224211487146585,0.0170486671998897,0.00117557585485467,0.00078998697446234,0.00117557585485467,0.00078998697446234,705,705,0.0321830197605263,0.0351717392294071,0.00268564711126385,0.00312622083708564,0.00275155732433724,0.00410584269721879
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAR","ESTE",134137,0,0,0,0,0,0,0,0,1319291,0.04649721016739,0.0841812535290796,0.0018598884066956,0.000869565217391304,0.00433973961562306,0.00605072463768116,1613,23,0.0311981431873707,0.0244095855166056,0,0,0,0,155,155,0.04515594581111,0.0789410903266285,0.00169683257918552,0.000793330710210506,0.00395927601809955,0.00552025952521477
"ES",2020-08-19,47026208,0.0801576872536137,0,0.00788436268068331,761,15,0.0448532012370882,17227,0.00246812735025839,0.00950402766100243,17227,0.046346792178748,0.00236371079958313,0.00236371079958313,"ESAR","ESHU",220461,0.02,0.02,0,0,0,0,50,1,1319291,0.04649721016739,0.0841812535290796,0.0018598884066956,0.000869565217391304,0.00433973961562306,0.00605072463768116,1613,23,0.0311981431873707,0.0244095855166056,0,0,0,0,155,155,0.04515594581111,0.0789410903266285,0.00169683257918552,0.000793330710210506,0.00395927601809955,0.00552025952521477
