"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","stillsick_p_w_provs","stillsick_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","stillsick_p_w_regs_rhs","stillsick_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESAL",716820,0,0,0,0,0,0,0,0,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESCO",782979,0,0,0,0,0,0,0,0,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESGR",914678,0,0,0,0,0,0,0,0,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESH",521870,0,0,0,0,0,0,0,0,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESCA",1240155,0,0,0,0,0,0,20,1,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESJ",633564,0,0,0,0,0,0,0,0,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESMA",1661785,0.0569105691056911,0.035,0.00813008130081301,0.005,0.00813008130081301,0.005,123,4,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAN","ESSE",1942389,0.0178571428571429,0.01625,0,0,0,0,280,2,8414240,0.0330708661417323,0.0390519536449769,0.00319829424307036,0.00423868312757202,0.00319829424307036,0.00543958099513655,1905,30,0.0153618922134909,0.01066362455195,0.00160566458224053,0.000987483718077925,0.00160566458224053,0.000987483718077925,423,423,0.0298531273222967,0.0338937649824553,0.00290891179181133,0.00364793684311497,0.00290891179181133,0.00463063033010399
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAR","ESTE",134137,0,0,0,0,0,0,0,0,1319291,0.0433266932270916,0.0780945165945166,0.00184275184275184,0.000833333333333333,0.0042997542997543,0.00579861111111111,2008,30,0.00334211330176587,0.00334211330176587,0,0,0,0,52,52,0.042317373733831,0.0762075627249909,0.0017962357768183,0.000812297734627832,0.00419121681257604,0.005652238403452
"ES",2020-06-11,47026208,0.0824975736007764,0.0104058272632674,0.00754005655042413,3091,30,0.0467779618667292,19495,0.0019036840715651,0.00228808651056361,19495,0.051666358212693,0.00306724223173299,0.00306724223173299,"ESAR","ESHU",220461,0.02,0.02,0,0,0,0,50,1,1319291,0.0433266932270916,0.0780945165945166,0.00184275184275184,0.000833333333333333,0.0042997542997543,0.00579861111111111,2008,30,0.00334211330176587,0.00334211330176587,0,0,0,0,52,52,0.042317373733831,0.0762075627249909,0.0017962357768183,0.000812297734627832,0.00419121681257604,0.005652238403452
