"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESCL",2399548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESCL",2399548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESCL",2399548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESCL",2399548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESCL",2399548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESCL",2399548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESCL",2399548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESCL",2399548,3,240,3,240,0.0208333333333333,0.0180696675239686,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESCL",2399548,3,240,3,240,0.0208333333333333,0.0180696675239686,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESCL",2399548,4,290,4,290,0.0310344827586207,0.0199583901871678,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESCL",2399548,9,1010,9,1010,0.0237623762376238,0.00939312514876062,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESCL",2399548,11,1118,11,1118,0.0214669051878354,0.00849570976812154,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESCL",2399548,12,1119,12,1119,0.0214477211796247,0.00848820073797814,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESCL",2399548,14,1239,14,1239,0.0258272800645682,0.00883221750649851,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESCL",2399548,18,1689,18,1689,0.0260509177027827,0.00759648887316051,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESCL",2399548,21,1849,21,1849,0.026500811249324,0.00732111142700472,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESCL",2399548,24,2229,24,2229,0.0237774786899955,0.00632485201502729,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESCL",2399548,35,3084,35,3084,0.0314526588845655,0.00615999011696896,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESCL",2399548,40,3449,40,3449,0.0350826326471441,0.00614034316820724,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESCL",2399548,40,3449,40,3449,0.0350826326471441,0.00614034316820724,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","ESCL",2399548,43,3599,43,3599,0.0344540150041678,0.00595886529677606,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/05","ESCL",2399548,43,3599,43,3599,0.0344540150041678,0.00595886529677606,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/06","ESCL",2399548,43,3599,40,3359,0.0344540150041678,0.00595886529677606,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/07","ESCL",2399548,45,3799,42,3559,0.0339563042906028,0.00575933098626836,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/08","ESCL",2399548,45,3799,41,3509,0.0339563042906028,0.00575933098626836,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/09","ESCL",2399548,70,5974,61,4964,0.0497154335453632,0.00551173000643182,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/10","ESCL",2399548,73,6186,62,5068,0.048011639185257,0.00532760747187071,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/11","ESCL",2399548,74,6286,62,5167,0.0472478523703468,0.00524495669992452,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/12","ESCL",2399548,90,7128,76,5889,0.0455948372615039,0.004842710087381,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/13","ESCL",2399548,92,7328,74,5639,0.0443504366812227,0.00471360996925839,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/14","ESCL",2399548,92,7328,71,5479,0.0443504366812227,0.00471360996925839,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/15","ESCL",2399548,93,7348,69,5119,0.0442297223734349,0.00470107721230698,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/16","ESCL",2399548,94,7363,59,4279,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/17","ESCL",2399548,94,7363,54,3914,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/18","ESCL",2399548,94,7363,54,3914,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/19","ESCL",2399548,94,7363,51,3764,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/20","ESCL",2399548,94,7363,51,3764,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/21","ESCL",2399548,94,7363,51,3764,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/22","ESCL",2399548,94,7363,49,3564,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/23","ESCL",2399548,94,7363,49,3564,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/24","ESCL",2399548,94,7363,24,1389,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/25","ESCL",2399548,94,7363,21,1177,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/26","ESCL",2399548,94,7363,20,1077,0.0441396170039386,0.00469172125694675,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/27","ESCL",2399548,95,7438,5,310,0.0440978757730573,0.00466590134820162,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/28","ESCL",2399548,96,7518,4,190,0.0460228784251131,0.00473644827387917,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/29","ESCL",2399548,96,7518,4,190,0.0460228784251131,0.00473644827387917,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/30","ESCL",2399548,96,7518,3,170,0.0460228784251131,0.00473644827387917,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/01","ESCL",2399548,96,7518,2,155,0.0460228784251131,0.00473644827387917,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/02","ESCL",2399548,96,7518,2,155,0.0460228784251131,0.00473644827387917,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/03","ESCL",2399548,97,7618,3,255,0.0456812811761617,0.00468860305219044,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/04","ESCL",2399548,97,7618,3,255,0.0456812811761617,0.00468860305219044,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/05","ESCL",2399548,97,7618,3,255,0.0456812811761617,0.00468860305219044,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/06","ESCL",2399548,97,7618,3,255,0.0456812811761617,0.00468860305219044,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/07","ESCL",2399548,98,7718,4,355,0.0452189686447266,0.00463562099783837,NA,NA,0,0,0,0,0,0
"2020/05/08","ESCL",2399548,98,7718,4,355,0.0452189686447266,0.00463562099783837,NA,NA,0,0,0,0,0,0
"2020/05/09","ESCL",2399548,98,7718,4,355,0.0452189686447266,0.00463562099783837,NA,NA,0,0,0,0,0,0
"2020/05/10","ESCL",2399548,98,7718,4,355,0.0452189686447266,0.00463562099783837,NA,NA,0,0,0,0,0,0
"2020/05/11","ESCL",2399548,99,7736,5,373,0.0453722854188211,0.0046376952540065,NA,NA,0,0,0,0,0,0
"2020/05/12","ESCL",2399548,100,7690,6,352,0.0453836150845254,0.00465209855632363,NA,NA,0,0,0,0,0,0
"2020/05/13","ESCL",2399548,100,7609,6,281,0.0459981600735971,0.00470683674534405,NA,NA,0,0,0,0,0.00552486187845304,0.0107985758032751
"2020/05/14","ESCL",2399548,100,7303,17,924,0.0494317403806655,0.0049715526799348,NA,NA,0,0,0,0,0.00491400491400491,0.00480378972387911
"2020/05/15","ESCL",2399548,100,6583,44,2514,0.0524077168464226,0.00538324990156312,NA,NA,0.000418585182084554,0.000820240157247326,5.97978831549363e-05,0.000310077272986076,0.00334868145667643,0.00231658669441352
"2020/05/16","ESCL",2399548,100,6583,44,2514,0.0524077168464226,0.00538324990156312,NA,NA,0.000418585182084554,0.000820240157247326,5.97978831549363e-05,0.000310077272986076,0.00334868145667643,0.00231658669441352
"2020/05/17","ESCL",2399548,100,6583,44,2514,0.0524077168464226,0.00538324990156312,NA,NA,0.000418585182084554,0.000820240157247326,5.97978831549363e-05,0.000310077272986076,0.00334868145667643,0.00231658669441352
"2020/05/18","ESCL",2399548,100,6583,43,2414,0.0524077168464226,0.00538324990156312,NA,NA,0.000418585182084554,0.000820240157247326,5.97978831549363e-05,0.000310077272986076,0.00334868145667643,0.00231658669441352
"2020/05/19","ESCL",2399548,100,6583,43,2414,0.0524077168464226,0.00538324990156312,NA,NA,0.000418585182084554,0.000820240157247326,5.97978831549363e-05,0.000310077272986076,0.00334868145667643,0.00231658669441352
"2020/05/20","ESCL",2399548,100,6583,43,2414,0.0524077168464226,0.00538324990156312,NA,NA,0.000418585182084554,0.000820240157247326,5.97978831549363e-05,0.000310077272986076,0.00334868145667643,0.00231658669441352
"2020/05/21","ESCL",2399548,100,6583,43,2414,0.0524077168464226,0.00538324990156312,NA,NA,0.000418585182084554,0.000820240157247326,5.97978831549363e-05,0.000310077272986076,0.00334868145667643,0.00231658669441352
"2020/05/22","ESCL",2399548,100,6583,42,2314,0.0524077168464226,0.00538324990156312,NA,NA,0.000436871996505024,0.000856066322010133,6.24102852150034e-05,0.000323623257974962,0.00349497597204019,0.00241761442426176
"2020/05/23","ESCL",2399548,100,6583,42,2314,0.0524077168464226,0.00538324990156312,NA,NA,0.000436871996505024,0.000856066322010133,6.24102852150034e-05,0.000323623257974962,0.00349497597204019,0.00241761442426176
"2020/05/24","ESCL",2399548,100,6583,42,2314,0.0524077168464226,0.00538324990156312,NA,NA,0.000436871996505024,0.000856066322010133,6.24102852150034e-05,0.000323623257974962,0.00349497597204019,0.00241761442426176
"2020/05/25","ESCL",2399548,100,6583,42,2314,0.0524077168464226,0.00538324990156312,NA,NA,0.000436871996505024,0.000856066322010133,6.24102852150034e-05,0.000323623257974962,0.00349497597204019,0.00241761442426176
"2020/05/26","ESCL",2399548,100,6583,41,2296,0.0524077168464226,0.00538324990156312,NA,NA,0.000440334654337296,0.000862850029499984,6.29049506196138e-05,0.000326188222930728,0.00352267723469837,0.00243674262417418
"2020/05/27","ESCL",2399548,100,6583,39,2242,0.0524077168464226,0.00538324990156312,NA,NA,0.0004510599909788,0.0008838619323476,6.44371415684e-05,0.000334133011608739,0.0036084799278304,0.00249598748119213
