"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESVC",5003769,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESVC",5003769,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESVC",5003769,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESVC",5003769,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESVC",5003769,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESVC",5003769,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESVC",5003769,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESVC",5003769,6,272,6,272,0.0110294117647059,0.0124117066449272,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESVC",5003769,6,272,6,272,0.0110294117647059,0.0124117066449272,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESVC",5003769,8,422,8,422,0.00947867298578199,0.00924480065915053,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESVC",5003769,21,1567,21,1567,0.0274409700063816,0.00808856179208511,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESVC",5003769,24,1732,24,1732,0.0329099307159353,0.00840177589171397,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESVC",5003769,26,1840,26,1840,0.0309782608695652,0.00791652260010409,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESVC",5003769,28,2000,28,2000,0.033,0.00782894604743097,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESVC",5003769,30,2130,30,2130,0.0338028169014084,0.00767480976211452,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESVC",5003769,33,2430,33,2430,0.0320987654320988,0.00700817020213312,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESVC",5003769,36,2474,36,2474,0.0327405012126112,0.00701233098559782,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESVC",5003769,42,2905,42,2905,0.0289156626506024,0.0060935456924839,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESVC",5003769,45,3057,45,3057,0.0274779195289499,0.00579484775641939,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESVC",5003769,45,3057,45,3057,0.0274779195289499,0.00579484775641939,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","ESVC",5003769,46,3177,46,3177,0.0270695624803274,0.00564314223712094,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/05","ESVC",5003769,47,3297,47,3297,0.0266909311495299,0.00550168682134672,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/06","ESVC",5003769,47,3297,41,3025,0.0266909311495299,0.00550168682134672,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/07","ESVC",5003769,49,3497,43,3225,0.0263082642264798,0.00530465463970185,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/08","ESVC",5003769,49,3497,41,3075,0.0263082642264798,0.00530465463970185,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/09","ESVC",5003769,76,5442,55,3875,0.0266446159500184,0.0042786747328566,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/10","ESVC",5003769,81,5872,57,4140,0.025374659400545,0.00402229600679005,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/11","ESVC",5003769,86,6322,60,4482,0.0240430243593799,0.00377598908075769,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/12","ESVC",5003769,100,7578,78,5850,0.0240168910002639,0.0034470718421245,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/13","ESVC",5003769,100,7588,79,6080,0.0247759620453347,0.00349745304180412,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/14","ESVC",5003769,100,7558,78,5910,0.0258004763164858,0.00357422975191685,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/15","ESVC",5003769,100,7558,75,5866,0.0258004763164858,0.00357422975191685,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/16","ESVC",5003769,100,7418,75,5845,0.0242653006201132,0.00350157464976542,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/17","ESVC",5003769,100,7583,75,5993,0.0246604246340498,0.00349064563026571,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/18","ESVC",5003769,100,7583,76,6093,0.0247922985625742,0.00349972984284298,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/19","ESVC",5003769,100,7633,76,6073,0.0237128258875933,0.00341335067199715,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/20","ESVC",5003769,100,7633,75,5953,0.0237128258875933,0.00341335067199715,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/21","ESVC",5003769,100,7718,76,6053,0.0238403731536668,0.00340339729310692,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/22","ESVC",5003769,100,7718,74,5853,0.0238403731536668,0.00340339729310692,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/23","ESVC",5003769,100,7718,74,5853,0.0238403731536668,0.00340339729310692,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/24","ESVC",5003769,100,7810,50,4208,0.0238156209987196,0.00338157836399607,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/25","ESVC",5003769,100,7800,46,3828,0.0243589743589744,0.00342117520524448,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/26","ESVC",5003769,100,7800,41,3378,0.0243589743589744,0.00342117520524448,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/27","ESVC",5003769,100,7800,22,1950,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/28","ESVC",5003769,100,7800,19,1590,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/29","ESVC",5003769,100,7800,17,1460,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/30","ESVC",5003769,100,7800,17,1460,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/01","ESVC",5003769,100,7800,11,1050,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/02","ESVC",5003769,100,7800,8,750,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/03","ESVC",5003769,100,7800,7,650,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/04","ESVC",5003769,100,7800,6,550,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/05","ESVC",5003769,100,7800,6,550,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/06","ESVC",5003769,100,7800,5,450,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/07","ESVC",5003769,100,7800,5,450,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/08","ESVC",5003769,100,7800,5,450,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/09","ESVC",5003769,100,7800,2,150,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/10","ESVC",5003769,100,7800,1,100,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/11","ESVC",5003769,100,7800,1,100,0.0237179487179487,0.00337696846438702,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/12","ESVC",5003769,100,7830,2,160,0.023882503192848,0.00338187990364678,NA,NA,0,0,0,0,0,0
"2020/05/13","ESVC",5003769,100,7830,2,160,0.023882503192848,0.00338187990364678,NA,NA,0,0,0,0,0,0
"2020/05/14","ESVC",5003769,100,7793,29,2050,0.0257923777749262,0.00351938845531219,NA,NA,0.000628535512256443,0.00123151975753548,8.97907874652061e-05,0.000465596163057931,0.00188560653676933,0.00213171282454823
"2020/05/15","ESVC",5003769,100,7305,53,3377,0.0305270362765229,0.00394501040815463,NA,NA,0.000345065562456867,0.000676199377959277,4.9295080350981e-05,0.000255617148202538,0.00140944326990839,0.00138025529843703
"2020/05/16","ESVC",5003769,100,7455,54,3577,0.0299128101945003,0.00386685831634874,NA,NA,0.000322788896061975,0.000632552495708119,4.61126994374251e-05,0.000239115453282052,0.00131665569453588,0.00128944915119797
"2020/05/17","ESVC",5003769,100,7476,55,3628,0.0299625468164794,0.00386453334404686,NA,NA,0.000317561130517625,0.000622309544503077,4.53658757882321e-05,0.000235242918671448,0.00129491744901263,0.00126817389296287
"2020/05/18","ESVC",5003769,100,7456,56,3708,0.0301770386266094,0.00388310989710704,NA,NA,0.000309693403530505,0.00060689391981428,4.42419147900721e-05,0.000229414793192644,0.0012622278321237,0.00123617963611006
"2020/05/19","ESVC",5003769,100,7456,56,3708,0.0301770386266094,0.00388310989710704,NA,NA,0.000309693403530505,0.00060689391981428,4.42419147900721e-05,0.000229414793192644,0.0012622278321237,0.00123617963611006
"2020/05/20","ESVC",5003769,100,7456,56,3708,0.0301770386266094,0.00388310989710704,NA,NA,0.000309693403530505,0.00060689391981428,4.42419147900721e-05,0.000229414793192644,0.0012622278321237,0.00123617963611006
"2020/05/21","ESVC",5003769,100,7315,57,3717,0.0307587149692413,0.00395677151003472,NA,NA,0.000308832612723904,0.000605207322659133,4.41189446748434e-05,0.000228777150329829,0.0012586532410321,0.00123268101866649
"2020/05/22","ESVC",5003769,100,7315,57,3717,0.0307587149692413,0.00395677151003472,NA,NA,0.000308832612723904,0.000605207322659133,4.41189446748434e-05,0.000228777150329829,0.0012586532410321,0.00123268101866649
"2020/05/23","ESVC",5003769,100,7315,57,3717,0.0307587149692413,0.00395677151003472,NA,NA,0.000308832612723904,0.000605207322659133,4.41189446748434e-05,0.000228777150329829,0.0012586532410321,0.00123268101866649
"2020/05/24","ESVC",5003769,100,7315,57,3717,0.0307587149692413,0.00395677151003472,NA,NA,0.000308832612723904,0.000605207322659133,4.41189446748434e-05,0.000228777150329829,0.0012586532410321,0.00123268101866649
"2020/05/25","ESVC",5003769,100,7315,57,3717,0.0307587149692413,0.00395677151003472,NA,NA,0.000308832612723904,0.000605207322659133,4.41189446748434e-05,0.000228777150329829,0.0012586532410321,0.00123268101866649
"2020/05/26","ESVC",5003769,100,7315,57,3717,0.0307587149692413,0.00395677151003472,NA,NA,0.000308832612723904,0.000605207322659133,4.41189446748434e-05,0.000228777150329829,0.0012586532410321,0.00123268101866649
"2020/05/27","ESVC",5003769,100,7315,55,3557,0.0307587149692413,0.00395677151003472,NA,NA,0.00032488628979857,0.000636661980494727,4.64123271140815e-05,0.000240669123873822,0.00132538104705103,0.00129798853832204
"2020/05/28","ESVC",5003769,100,7315,55,3557,0.0307587149692413,0.00395677151003472,NA,NA,0.00032488628979857,0.000636661980494727,4.64123271140815e-05,0.000240669123873822,0.00132538104705103,0.00129798853832204
"2020/05/29","ESVC",5003769,100,7315,28,1667,0.0307587149692413,0.00395677151003472,NA,NA,0,0,0,0,0.000630119722747322,0.00123462279852076
"2020/05/30","ESVC",5003769,100,7315,4,340,0.0307587149692413,0.00395677151003472,NA,NA,0,0,0,0,0,0
"2020/05/31","ESVC",5003769,100,7315,3,140,0.0307587149692413,0.00395677151003472,NA,NA,0,0,0,0,0,0
"2020/06/01","ESVC",5003769,100,7315,2,89,0.0307587149692413,0.00395677151003472,NA,NA,0,0,0,0,0,0
"2020/06/02","ESVC",5003769,100,7310,2,124,0.0307797537619699,0.00395943494674766,NA,NA,0,0,0,0,0,0
"2020/06/03","ESVC",5003769,100,7390,3,224,0.0305818673883627,0.00392566685879995,NA,NA,0,0,0,0,0,0
"2020/06/04","ESVC",5003769,100,7390,3,224,0.0305818673883627,0.00392566685879995,NA,NA,0,0,0,0,0,0
"2020/06/05","ESVC",5003769,100,7390,2,215,0.0305818673883627,0.00392566685879995,NA,NA,0,0,0,0,0,0
"2020/06/06","ESVC",5003769,100,7390,2,215,0.0305818673883627,0.00392566685879995,NA,NA,0,0,0,0,0,0
