"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESCM",2032863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESCM",2032863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESCM",2032863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESCM",2032863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESCM",2032863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESCM",2032863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESCM",2032863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESCM",2032863,8,840,8,840,0.0154761904761905,0.00834744551163763,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESCM",2032863,8,840,8,840,0.0154761904761905,0.00834744551163763,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESCM",2032863,11,1230,11,1230,0.0203252032520325,0.0078859487743855,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESCM",2032863,17,1659,17,1659,0.0253164556962025,0.00755889246760706,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESCM",2032863,20,2009,20,2009,0.0348432055749129,0.00801892424021211,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESCM",2032863,20,2009,20,2009,0.0348432055749129,0.00801892424021211,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESCM",2032863,24,2359,24,2359,0.0385756676557863,0.00777138457427254,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESCM",2032863,28,2709,28,2709,0.0358065706902916,0.00699692207050347,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESCM",2032863,32,2989,32,2989,0.0388089662094346,0.00692398352868236,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESCM",2032863,33,3019,33,3019,0.0390857899966876,0.00691302758009911,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESCM",2032863,36,3126,36,3126,0.0431861804222649,0.00712589996377267,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESCM",2032863,37,3166,37,3166,0.0426405559065066,0.00703787546375065,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESCM",2032863,41,3476,41,3476,0.0457422324510932,0.00694543957421477,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","ESCM",2032863,42,3506,42,3506,0.0459212778094695,0.00692853192532715,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/05","ESCM",2032863,44,3566,44,3566,0.0457094784071789,0.0068548958310187,NA,NA,NA,NA,NA,NA,NA,NA
