"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0529865125240848,0.0436363636363636,1038,0,0,0,0.0529865125240848,0.0436363636363636,60453010,0.0167873601053325,0.0152743902439024,6076,0.0312047148757827,0.0398374096272772,3197,0.0217579503351534,0.0237428441389363
