"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"11","IT","IT25","ITBG",1114590,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"12","IT","IT25","ITPV",545888,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"13","IT","IT25","ITCO",599204,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"14","IT","IT25","ITCR",358955,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"15","IT","IT25","ITMI",3250315,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"16","IT","IT25","ITVA",890768,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
"17","IT","IT25","ITMB",873935,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0132318888521336,0.0121331672203765,6046,0.0383014662922184,0.0468629570767187,3275,0.0220402641462306,0.0243357272224708
