"","date","sample_size","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_recent","p_cases_recent_low","p_cases_recent_high","p_m_recent","p_m_recent_low","p_m_recent_high","p_cases_recovered","p_cases_recovered_low","p_cases_recovered_high","p_m_recovered","p_m_recovered_low","p_m_recovered_high","p_cases_fatalities","p_cases_fatalities_low","p_cases_fatalities_high","p_m_fatalities","p_m_fatalities_high","p_cases_stillsick","p_cases_stillsick_low","p_cases_stillsick_high","p_m_stillsick","p_m_stillsick_high","p_cases_active_cases","p_cases_active_cases_low","p_cases_active_cases_high","p_m_active_cases","p_m_active_cases_high","population"
"1","2020/03/22",59,0.00340754202635166,0.0016860600485905,0.00512902400411281,0.00399717514124294,0.00213324364963346,0.00586110663285242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201044979554748,0.189205547944262,0.212884411165234,0.34385593220339,0.357887653043909,10276617
"2","2020/03/23",34,0.00177619893428064,0.000220703809232128,0.00333169405932915,0.00411764705882353,0.0017520679883108,0.00648322612933626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241563055062167,0.225751161279831,0.257374948844503,0.304481792717087,0.321481592526588,10276617
"3","2020/03/28",40,0.00855614973262032,0.00514771558299036,0.0119645838822503,0.0114583333333333,0.0075197514946921,0.0153969151719746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529055258467023,0.510583120998654,0.547527395935392,0.833172619047619,0.846969560414349,10276617
"4","2020/04/02",30,0.00913705583756345,0.0049353570923693,0.0133387545827576,0.01,0.00560627799487603,0.014393722005124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846700507614213,0.830791237834315,0.862609777394111,1.60102777777778,NA,10276617
"5","2020/04/07",34,0.00957771005659556,0.00559472534746413,0.013560694765727,0.0080672268907563,0.00440899822139442,0.0117254555601182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736177622986504,0.718155136269536,0.754200109703472,2.05740896358543,NA,10276617
"6","2020/04/09",570,0.0137879992324772,0.0125913951215286,0.0149846033434258,0.0148575574772025,0.0136160825633911,0.016099032391014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4912146048628,NA,NA,23.8589336923432,NA,10276617
"7","2020/04/10",209,0.0138151675997964,0.0118643951754142,0.0157659400241786,0.0144514695830485,0.0124569220831516,0.0164460170829455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1391696357158,NA,NA,26.2457923217134,NA,10276617
"8","2020/04/11",53,0.0132240148108966,0.0095828888624648,0.0168651407593284,0.00985849056603774,0.00670930248707013,0.0130076786450053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.849510711452,NA,NA,20.9863967858414,NA,10276617
"9","2020/04/13",32,0.0137544574630667,0.00860214491510718,0.0189067700110263,0.0116666666666667,0.00691645395478239,0.0164168793785509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0127356087621,NA,NA,29.5158854166667,NA,10276617
"10","2020/04/17",32,0.00935093509350935,0.00492669599147726,0.0137751741955414,0.005,0.0017577410772092,0.0082422589227908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1782178217822,NA,NA,51.682519459707,NA,10276617
"11","2020/04/30",38,0.00817632420902951,0.0048485066233594,0.0115041417946996,0.00723684210526316,0.00410456194663911,0.0103691222638872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82012086740135,NA,NA,4.50709755157124,NA,10276617
"12","2020/06/05",31,0.00932256059664388,0.00462682307676959,0.0140182981165182,0.0168426197458456,0.0105549979220759,0.0231302415696152,NA,NA,NA,NA,NA,NA,0.0232558139534884,0.00901056469264637,0.0375010632143304,0.0545833333333333,0.0331121728862385,0.0760544937804281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253573648228713,0.232315980712645,0.274831315744782,0.470486314760508,0.494874650279577,10276617
"13","2020/06/26",34,0.0134387351778656,0.00709355357879666,0.0197839167769346,0.0175634371395617,0.0103247494072881,0.0248021248718354,0,0,0,0,0,0,0.0181818181818182,0.00961782178298837,0.026745814580648,0.0248815359477124,0.0148974210884073,0.0348656508070176,NA,NA,NA,NA,NA,0,0,0,0,0,0.314624505928854,0.289034912398736,0.340214099458972,0.786560903773274,0.809139970803077,10276617
"14","2020/08/10",31,0.0230439442658092,0.0162361222339628,0.0298517662976556,0.02678955453149,0.0194633608119814,0.0341157482509986,0.00513698630136986,0.00103718776489113,0.0092367848378486,0.0326666666666667,0.0224721378736962,0.0428611954596372,0.0180995475113122,0.00567145305735986,0.0305276419652646,0.01625,0.00446292595608085,0.0280370740439191,0,0,0,0,0,0.00469483568075117,0.000589377674837104,0.00880029368666524,0.0096078431372549,0.0154663890165207,0.2491961414791,0.229570395381217,0.268821887576982,0.883014592933948,0.897597431128453,10276617
"15","2021/01/17",32,0.0383747178329571,0.030374777280582,0.0463746583853322,0.0494159226190476,0.0403900344647579,0.0584418107733373,0.0086687306501548,0.0041475799340972,0.0131898813662124,0.00638888888888889,0.00250306856876082,0.010274709209017,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0154798761609907,0.0094590253300509,0.0215007269919305,0.0187847222222222,0.0254060695114093,0.153047404063205,0.138053878608379,0.168040929518032,0.296067708333333,0.315079462539739,10276617
